epoch,accuracy,learning_rate,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.2610055208206177,0.0010000000474974513,2.773463010787964,0.48857349157333374,0.4183574914932251,2.2148308753967285,0.678260862827301
1,0.4255472719669342,0.0010000000474974513,2.115605592727661,0.6872744560241699,0.4714975953102112,1.9899159669876099,0.7439613342285156
2,0.4984363615512848,0.0010000000474974513,1.9129327535629272,0.7592013478279114,0.5246376991271973,1.865272879600525,0.7932367324829102
3,0.5366851091384888,0.0010000000474974513,1.806082010269165,0.7880682945251465,0.5468599200248718,1.817262053489685,0.7893719673156738
4,0.5515997409820557,0.0010000000474974513,1.7329214811325073,0.8073129653930664,0.5855072736740112,1.7343124151229858,0.8183574676513672
5,0.5843155980110168,0.0010000000474974513,1.651599645614624,0.8301659822463989,0.5613526701927185,1.7398682832717896,0.8154589533805847
6,0.5975462794303894,0.0010000000474974513,1.6099203824996948,0.8405100107192993,0.6086956262588501,1.6894179582595825,0.8231884241104126
7,0.6054847240447998,0.0010000000474974513,1.5786277055740356,0.847967267036438,0.6096618175506592,1.6883289813995361,0.8309178948402405
8,0.6247293949127197,0.0010000000474974513,1.5360709428787231,0.8648063540458679,0.6202898621559143,1.6437640190124512,0.843478262424469
9,0.6535963416099548,0.0010000000474974513,1.4724544286727905,0.87972092628479,0.6173912882804871,1.6484191417694092,0.8502415418624878
10,0.6483040452003479,0.0010000000474974513,1.4749150276184082,0.880202054977417,0.6299517154693604,1.6216325759887695,0.8541063070297241
11,0.6526340842247009,0.0010000000474974513,1.4518883228302002,0.8830887675285339,0.616425096988678,1.6450262069702148,0.8405796885490417
12,0.6687514781951904,0.0010000000474974513,1.432682752609253,0.8900649547576904,0.6483091711997986,1.5720338821411133,0.8599033951759338
13,0.6795766353607178,0.0010000000474974513,1.41426420211792,0.8946355581283569,0.644444465637207,1.6053862571716309,0.843478262424469
14,0.6831849813461304,0.0010000000474974513,1.3990904092788696,0.8996872901916504,0.643478274345398,1.594375491142273,0.8628019094467163
